,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,CoinName,class
42,Scrypt,PoW/PoS,41.99995383,42,-0.3402105337098303,1.112811737923679,-0.4565373348318531,42 Coin,0
404,Scrypt,PoW/PoS,1055184902.04,532000000,-0.3235451504737371,1.1130205362573171,-0.45659643137195954,404Coin,0
1337,X13,PoW/PoS,29279424622.5027,314159265359,2.3105380917400926,1.661528772239376,-0.5004571317602577,EliteCoin,0
BTC,SHA-256,PoW,17927175.0,21000000,-0.1474876072596269,-1.3426889019928572,0.15825519998825865,Bitcoin,3
ETH,Ethash,PoW,107684222.6865,0,-0.15503341840599622,-2.1112452523992147,0.3313390478456519,Ethereum,3
LTC,Scrypt,PoW,63039243.3000049,84000000,-0.17316564775762752,-1.063860936297404,0.018013234251036785,Litecoin,3
DASH,X11,PoW/PoS,9031294.37563393,22000000,-0.3846356110350449,1.1940565941236263,-0.48573355966274717,Dash,0
XMR,CryptoNight-V7,PoW,17201143.1449131,0,-0.14861082829648609,-2.3066118512959077,0.3988030016877659,Monero,3
ETC,Ethash,PoW,113359703.0,210000000,-0.1534758671936703,-2.111340152746968,0.3313323347236173,Ethereum Classic,3
ZEC,Equihash,PoW,7383056.25,21000000,-0.12954764564346113,-2.0556567368951923,0.23402773822646125,ZCash,3
BTS,SHA-512,PoS,2741570000.0,3600570502,-0.23726093365382783,1.5434886221334507,0.05025189309460056,Bitshares,0
DGB,Multiple,PoW,11406219141.0,21000000000,0.1541075507330353,-1.8180519371973556,0.32758731936764146,DigiByte,3
BTCD,SHA-256,PoW/PoS,1288862.0,22000000,-0.31336307003214375,0.8339643953562385,-0.31629986985044073,BitcoinDark,0
XPY,SHA-256,PoS,11995334.8847328,12500000,-0.2715765916757301,0.6009877227916192,-0.09896079297785057,PayCoin,0
PRC,Scrypt,PoW,5768310.0,21000000,-0.1743120070475568,-1.0638564494793692,0.018017495354934614,ProsperCoin,3
KOBO,X15,PoW/PoS,25542535.5881841,350000000,-0.22868694289044425,1.8725759160929991,-0.6032782059387702,KoboCoin,0
SPR,X11,PoW,11149733.9976203,20000000,-0.21894468065930747,-0.982602506435246,-0.011177871769794796,Spreadcoin,3
ARG,Scrypt,PoW,12205795.4449549,64000000,-0.17392861026237888,-1.06387360460734,0.018015907428949138,Argentum,3
AUR,Scrypt,PoW/PoS,18135099.992959,16768584,-0.33987007475626535,1.11281179161095,-0.45653858592624025,Aurora Coin,0
BLU,Scrypt,PoW/PoS,635423900.0,0,-0.3324450892058284,1.1130859870251841,-0.4565630312074159,BlueCoin,0
XMY,Multiple,PoW,1688254250.0,2000000000,-0.09930054931998233,-1.8134383662005649,0.32856692342932,MyriadCoin,3
MOON,Scrypt,PoW,88.0,384000000000,2.546733675953898,-1.2418604248090088,0.006162638323258279,MoonCoin,3
ZET,SHA-256,PoW,170204389.754849,169795588,-0.14457218531403632,-1.342692156415004,0.15824444797447745,ZetaCoin,3
SXC,Scrypt,PoW,128940951.183046,250000000,-0.1711838900826932,-1.0639094458725513,0.018005444065960417,SexCoin,3
QTL,Scrypt,PoW,7357794.7925,100000000,-0.17373273854972993,-1.0638923855574731,0.01801499200534549,Quatloo,3
ENRG,Scrypt,PoW/PoS,123062801.128773,0,-0.3387065976174144,1.1128648518580562,-0.45654231145678115,EnergyCoin,0
QRK,Quark,PoW,259557164.91477,247000000,-0.22646318448717145,-0.4905619404512301,0.011384744498077458,QuarkCoin,3
RIC,Groestl,PoW,49548585.1412917,84000000,-0.2010832026459442,-1.2931457639669226,0.13908705272803837,Riecoin,3
DGC,Scrypt,PoW,33442988.3440364,48166000,-0.17378128253436392,-1.0638570984486104,0.01801553746632195,Digitalcoin ,3
BTB,Scrypt,PoW/PoS,42579.476901,500000,-0.3402064708478593,1.11281152451689,-0.4565373519879205,BitBar,0
CAT,Scrypt,PoW,7219956.64626131,21000000 ,-0.1742942666341916,-1.0638558229483455,0.018017436650718963,Catcoin,3
CBX,Scrypt,PoW/PoS,1039116.65144562,1000000,-0.34019074896329693,1.1128117228371177,-0.45653740772478646,CryptoBullion,0
CCN,Scrypt,PoW,4703879.51824446,13140000,-0.17438071622780016,-1.063853265220633,0.01801778107237964,CannaCoin,3
CRYPT,X11,PoW,4996986.20575291,18000000,-0.219034045965834,-0.9826042348208212,-0.011177561205622662,CryptCoin,3
CSC,Scrypt,PoC,39999997299.8568,40000000000,0.7134306300282529,0.2515401329247613,-0.2531809698988051,CasinoCoin,0
DMD,Groestl,PoW/PoS,3304487.74735637,4380000,-0.36789179835670127,0.883532128603815,-0.3354643307727513,Diamond,0
XVG,Multiple,PoW,15929530669.1206,16555000000,0.17788638178688918,-1.8140391023157938,0.3275416341664194,Verge,3
DVC,SHA-256,PoW,18773857500.0,21000000000,0.23039690634344948,-1.3443190918331447,0.15684900265835827,DevCoin,3
EAC,Scrypt,PoW,12539015186.822,13500000000,0.07437607234483197,-1.0646955692597915,0.017094499133700244,EarthCoin,3
EFL,Scrypt,PoW,20910478.8062499,21000000 ,-0.1741269562746569,-1.0638499141158588,0.018016883009535387,E-Gulden,3
EMC2,Scrypt,PoW,218871896.499999,299792458,-0.16973199332395048,-1.0638937139899818,0.018000269973483266,Einsteinium,3
EMD,Scrypt,PoW,19496786.31025,32000000,-0.17406627995104068,-1.0638556235456234,0.01801660056138146,Emerald,3
EXCL,PoS,PoS,5679705.0,0,-0.3579468923729764,1.5578376416269022,-0.18478731805539358,Exclusive Coin,0
FLT,Scrypt,PoS/PoW/PoT,461829905.32893,0,-0.2961505582631662,0.5735163910704913,-0.2230684692546364,FlutterCoin,0
FRK,Scrypt,PoW,1142732.14912776,11235813,-0.17443773088068965,-1.0638539194869925,0.018017983874738085,Franko,3
FTC,NeoScrypt,PoW,208669093.00773,336000000,-0.1775120014436407,-1.5956924571609326,0.26349514004348373,FeatherCoin,3
GDC,Scrypt,PoW,884125802.0,1420609614,-0.1536591850235203,-1.0641261684562353,0.01793876281031259,GrandCoin,3
GLC,Scrypt,PoW,65672720.4708748,70000000,-0.17323267711020116,-1.0638533096956286,0.018013559994380923,GlobalCoin,3
GLD,Scrypt,PoW,41658647.9999715,72245700,-0.17351023599852133,-1.063864715215926,0.018014461782815818,GoldCoin,3
HBN,Scrypt,PoW/PoS,89266933.684704,120000000,-0.3382692178705906,1.1127946370474735,-0.4565446496789529,HoboNickels,0
HYP,X11,PoS,1678520090.7713,0,-0.3226659199197237,0.9618016470242442,-0.2684611775903156,HyperStake,0
IFC,Scrypt,PoW,90595753018.6314,90600000000,1.5746778332090965,-1.0667475788257184,0.01155749476932016,Infinite Coin,3
IOC,X11,PoW/PoS,17650913.9743456,22000000,-0.38453027161575415,1.1940603143534079,-0.48573390823794194,IOCoin,0
IXC,SHA-256,PoW,21089348.999,21000000,-0.14744896268036958,-1.342687537197837,0.1582550721107617,IXcoin,3
KGC,Scrypt,PoW,151447649.8,265420800,-0.1707995567374514,-1.0639068806102352,0.018004057794170244,KrugerCoin,3
LKY,Scrypt,PoW,19326319.14375,20000000,-0.1741534027425518,-1.0638501342686428,0.018016977946863147,LuckyCoin,3
LTB,Scrypt,PoW,1104344.22938102,1350000,-0.17450825709038412,-1.0638493532801228,0.01801829064488362,Litebar ,3
MAX,SHA3,PoW/PoS,61445805.0,100000000,-0.37833106930032123,1.9872684774996696,-0.42977329767370714,MaxCoin,0
MEC,Scrypt,PoW,38151999.9930997,42000000,-0.17376743036872241,-1.0638522076600174,0.018015537406159448,MegaCoin,3
MED,HybridScryptHash256,PoW,40431856.9,200000000,-0.14599911668041404,-2.2229358084302273,0.3273612360738706,MediterraneanCoin,3
MINT,Scrypt,PoS,21293925445.4969,0,-0.03825686434755119,0.8890165035996547,-0.2400592391458615,MintCoin,0
MINC,Scrypt,PoW,5804204.88794916,10000000,-0.17438952128359708,-1.0638513347073661,0.018017833520868276,MinCoin,3
MZC,SHA-256,PoW/PoS,1613836099.99999,2419200000,-0.2766682446414447,0.8335490989807185,-0.31643909276317767,MazaCoin,0
NAUT,Scrypt,PoS,16180000.0,16180000,-0.29817518019732836,0.8798255232355653,-0.23919927215681486,Nautilus Coin,0
NAV,X13,PoW/PoS,66087096.2077108,0,-0.27280459816688923,1.794555378520116,-0.4895762984207242,NavCoin,0
NOBL,Scrypt,PoW,2366066305.76482,15000000000,-0.03931647119116249,-1.0697815726480828,0.017459579082400124,NobleCoin,3
NMC,SHA-256,PoW,14736400.0,21000000,-0.14752660136855864,-1.3426902791320745,0.1582553290223796,Namecoin,3
NYAN,Scrypt,PoW,334709223.483138,337000000,-0.16805268214854735,-1.063860966906499,0.01799443678433237,NyanCoin,3
OPAL,X13,PoW/PoS,15156364.3306548,0,-0.27342701701710825,1.7945333968046222,-0.4895742387950685,OpalCoin,0
ORB,NeoScrypt,PoW/PoS,3220616.279225,3770000,-0.3480563692898155,0.5810338254052351,-0.2110420061114558,Orbitcoin,0
POT,Scrypt,PoW/PoS,222677226.014206,420000000,-0.3345128371425951,1.1127131456938575,-0.4565593070525775,PotCoin,0
PXC,Scrypt,PoW/PoS,73959274.625,98000000,-0.3386121968886081,1.112798228817855,-0.456543351406143,PhoenixCoin,0
RDD,Scrypt,PoW/PoS,29315567169.0888,0,0.01805177466716945,1.1254643434012561,-0.4577228488009013,Reddcoin,0
RPC,Scrypt,PoW,1104157.42169891,21000000,-0.17436900714117493,-1.063858462528686,0.01801768397206129,RonPaulCoin,3
SBC,Scrypt,PoW,24215181.725,250000000,-0.17246373214684677,-1.0639546455385345,0.018009679149054804,StableCoin,3
SMC,Scrypt,PoW,25593737.1355044,51200000,-0.17385570653851473,-1.0638618926612944,0.01801576121533049,SmartCoin,3
SUPER,X11,PoS,50707661.7493518,0,-0.3425592358628351,0.9610990828086202,-0.2683953492757094,SuperCoin,0
SYNC,X11,PoW/PoS,1177.0,1000,-0.38490186582271374,1.1940628948188554,-0.4857325152829795,SyncCoin,0
SYS,SHA-256,PoW,563336541.299966,888000000,-0.1346781134996754,-1.342855419145324,0.15820637573928198,SysCoin,3
TES,Multiple,PoS,80260463.7331396,100000000,-0.25637251196012617,0.13042365261603792,0.0714741162101158,TeslaCoin,0
TGC,SHA-256,PoW,43536800.0,47011968,-0.14699029773032912,-1.3426899072639533,0.15825336123982653,TigerCoin,3
TIT,PHI1612,PoS,1622326490.46336,2300000000,-0.32272803766520947,1.6582206345595323,-0.21645981183237106,TittieCoin,0
TOR,X11,PoW/PoS,1431851.00002479,10000000,-0.3848135225244589,1.1940588770527778,-0.48573288185138713,TorCoin,0
TRC,SHA-256,PoW,22935396.0,42000000,-0.14727758316440778,-1.342696475432165,0.1582543490963894,TerraCoin,3
UNB,SHA-256,PoW,2278150.0,80000000,-0.14726074123822547,-1.34272300679797,0.15825401124594973,UnbreakableCoin,3
UNO,SHA-256,PoW,200911.79151896,250000,-0.14785128548738202,-1.3426869335561862,0.15825655747590053,Unobtanium,3
URO,X11,PoW,1207310.0,0,-0.2192079184769076,-0.9825975261699639,-0.011176852214345917,UroCoin,3
USDE,Scrypt,PoW/PoS,1098952592.6,1600000000,-0.3154417520931705,1.112544332694826,-0.45663117509921464,UnitaryStatus Dollar,0
UTC,Scrypt,PoW/PoS,50235211.141939,100000000,-0.3388879527935112,1.1127870623648697,-0.4565424537597761,UltraCoin,0
VIA,Scrypt,PoW,23150892.1679687,23000000,-0.17408540317517984,-1.0638498742947158,0.018016730659158094,ViaCoin,3
VRC,Scrypt,PoST,32021108.4136696,0,-0.3091982761764834,0.5237092360457398,-0.34619740814158867,VeriCoin,0
VTC,Lyra2REv2,PoW,51173723.8166347,84000000,-0.19130800378713778,-1.337817140061664,0.19776237172159114,Vertcoin,3
WDC,Scrypt,PoW,119606941.0,265420800,-0.1711886785236707,-1.0639206230674154,0.01800534542421838,WorldCoin,3
XC,X11,PoW/PoS,6950831.0970606,5500000,-0.3847779655022892,1.1940633451148392,-0.4857329661030814,X11 Coin,0
XCR,Multiple,PoS,100000000.0,0,-0.25683994002626725,0.13047852929313047,0.07147640538030464,Crypti,0
XJO,SHA-256,PoW,39195739.362088,45000000,-0.1470576074209627,-1.3426908481769237,0.15825359890934151,JouleCoin,3
XST,X13,PoW/PoS,33093725.4123502,0,-0.2732078065080705,1.7945411385737562,-0.48957496417732277,StealthCoin,0
ZCC,Scrypt,PoW/PoS,147990237.978331,1000000000,-0.33131533457319334,1.1124120396581092,-0.45657419383531705,ZCC Coin,0
BCN,CryptoNight,PoW,184066828814.0,184467440735,3.8578586254339884,-2.3266956766152935,0.3207387302963697,ByteCoin,3
XDN,CryptoNight,PoW,6906587610.38292,10000000000,0.4564171014265204,-2.322280050804317,0.3332896082319905,DigitalNote ,3
BURST,Shabal256,PoC,1813033920.0,2158812800,0.1618787307269105,0.030443350591517062,-0.22939505050491626,BurstCoin,0
SJCX,Counterparty,PoS,51173144.0,500000000,-0.3436164955649852,1.4844009322997602,-0.29073960777215957,StorjCoin,0
MONA,Scrypt,PoW,68194674.8711679,105120000,-0.17295297422296357,-1.0638685018290994,0.018012373701097536,MonaCoin,3
NTRN,SHA-256,PoW/PoS,39121694.0,68000000,-0.31257473430078947,0.8339593997543389,-0.3163028200190981,Neutron,0
FAIR,Groestl,PoW/PoS,53193831.0,0,-0.3673131456307145,0.883555691296228,-0.33546621305540053,FairCoin,0
NLG,Scrypt,PoW,415032420.0,1680000000,-0.15755372037878587,-1.064448875098308,0.017949724324008612,Gulden,3
RBY,Scrypt,PoS,27184490.3918338,0,-0.2981553571698499,0.8798377733530861,-0.2391992176290786,RubyCoin,0
PTC,Scrypt,PoW,137517654.41397,166386000,-0.17167161641899753,-1.0638669831493037,0.018007678751638327,PesetaCoin,3
KORE,X13,PoW/PoS,2022464.886973,12000000,-0.273502485420799,1.7945221653599783,-0.48957407815539794,Kore,0
WBB,Scrypt,PoW,181919.2435974,2628000,-0.17451047323421476,-1.0638503438425506,0.018018288490132286,Wild Beast Coin,3
NOTE,Scrypt,PoS,174646113.934655,500000000,-0.2928099311565001,0.8796696323797509,-0.2392206180987959,Dnotes,0
FLO,Scrypt,PoW,152270664.860648,160000000,-0.17153657671123362,-1.0638576553829433,0.018007279307106536,Flo,3
8BIT,Scrypt,PoW/PoS,1467841.0,0,-0.3401925961979664,1.1128123714455318,-0.4565373941879692,8BIT Coin,0
STV,X13,PoW/PoS,7096834.0,10000000,-0.27345464537139075,1.79452528260062,-0.489574221612936,Sativa Coin,0
ABY,Scrypt,PoW,792537250.0,1000000000,-0.15775918229945982,-1.0639707157241662,0.01795545266329701,ArtByte,3
FLDC,Stanford Folding,PoW,719416990.0,1000000000,-0.13646784741898588,-2.134541008697591,0.3876542136716169,Folding Coin,3
U,X11,PoS,2689812.0,20000000,-0.3430043241504059,0.9610690868759695,-0.26839402493264386,Ucoin,0
UIS,Multiple,PoW,65113302.0,0,-0.13331003079158849,-1.8132117724291619,0.3286943114692822,Unitus,3
CYP,QuBit,PoW,6365285.0,0,-0.18587821699123536,-1.5488410058220086,0.2479819906989224,CypherPunkCoin,3
OMC,Scrypt,PoW,10140044.4430293,3371337,-0.1743835083332895,-1.0638463905028361,0.018017862836094235,OmniCron,3
VTR,Scrypt,PoW/PoS,11604722.0,20000000,-0.3399269819428132,1.112807475107936,-0.45653842160720925,Vtorrent,0
GRE,Scrypt,PoW,4610340640.89,10000000000,-0.04732258032219797,-1.0664950888963078,0.017523192804482578,GreenCoin,3
XCN,M7 POW,PoW,708506520.0,1840000000,-0.14125318543318297,-2.1737622397392773,0.4401255683292965,Cryptonite,3
MSC,Scrypt,PoW,619478.0,619478,-0.1745193595243929,-1.0638492238997657,0.018018332807118814,MasterCoin,3
SOON,SHA-256,PoW,12462620.0,21000000,-0.1475543889828557,-1.342691260496041,0.15825542097345596,SoonCoin,3
1CR,Scrypt,PoW,88213.0,92000000000,0.4774394963166363,-1.106497687660477,0.01517793603053688,1Credit,3
ISL,X11,PoW/PoS,1513704.0,0,-0.3848833884838959,1.1940635480894244,-0.48573257641830747,IslaCoin,0
NXS,SHA3,PoW/nPoS,63657220.0,78000000,-0.3303915943545245,2.1103297526586915,-0.1473323557001428,Nexus,0
MARS,X11,PoW,32221574.820996,33000000,-0.21859503786078865,-0.9825994382454767,-0.011179125275752993,MarsCoin ,3
CTO,Lyra2RE,PoW,13742738.0,65789100,-0.15502662426885158,-2.276782756219008,0.3627839407034315,Crypto,3
ACP,SHA-256,PoW,14747200.0002,53760000,-0.14729431146306446,-1.3427054610530618,0.15825431714292637,Anarchists Prime,3
DRZ,QUAIT,PoW/PoS,8568038.35935056,5060000,-0.4290429156190649,1.9869382519399128,-0.576337537016756,Droidz,0
BSC,X11,PoW,15863837.5,21000000,-0.21887998349337084,-0.9826009353979869,-0.011178093281243851,BowsCoin,3
SQL,X11,PoS/PoW,329200.01639,0,-0.3745217337493435,0.7331079761861559,-0.6147067298261252,Squall Coin,0
SONG,Scrypt,PoW,32565300.0,210240000,-0.17264345058649627,-1.0639326100471005,0.01801056903536617,Song Coin,3
ZNY,Scrypt,PoW,75614500.0,250000000,-0.1718355867540023,-1.0639324615810446,0.018007600573886066,BitZeny,3
DIGS,Scrypt,PoS,100000000.0,100000000,-0.29655682410850526,0.8798228434549021,-0.2392052497014408,Diggits,0
EXP,Ethash,PoW,10495278.0,16906397,-0.15610134442742793,-2.1112950364833707,0.3313424561679983,Expanse,3
CON,X13,PoW/PoS,23042604.0,50000000,-0.2729763087733956,1.7945136219630933,-0.4895761014285372,Paycon,0
SC,Blake2b,PoW,33098296530.0,0,0.37156314207997665,-2.1508130574305047,0.4295522241821639,Siacoin,3
EMC,SHA-256,PoW/PoS,43059794.804778,1000000000,-0.3059218702908093,0.8335290513725101,-0.31633175414057946,Emercoin,0
EGC,X15,PoW/PoS,13530556.4180753,26298000,-0.23112769548595005,1.8727207905434355,-0.6032677260984868,EverGreenCoin,0
MND,X11,PoW,15867695.0,16000000,-0.21891536948924492,-0.9825986158786516,-0.011177939065642519,MindCoin,3
I0C,SHA-256,PoW,20997476.8650231,21000000,-0.14745008543957394,-1.342687576849871,0.15825507582604703,I0coin,3
DCR,BLAKE256,PoW/PoS,10365046.9281661,21000000,-0.085004634365908,0.9179804544525738,-0.28341820962674125,Decred,0
RVR,Scrypt,PoW,210000000.0,210000000,-0.1704767415017297,-1.0638559179330995,0.01800340103171822,Revolution VR,3
HODL,1GB AES Pattern Search,PoW,11448949.0,81962100,-0.13759882443455373,-2.2635997373765724,0.29936523305489776,HOdlcoin,3
EDRC,SHA-256,PoW/PoS,3669691.84494672,22000000,-0.3133339741735129,0.8339654229229425,-0.31629996613058536,EDRCoin,0
HTC,X11,PoW/PoS,10996318099.0,26550000000,-0.06236713553525152,1.1865011011140818,-0.4869969166516963,Hitcoin,0
GAME,Scrypt,PoW,69836100.0,84000000,-0.17308258412244357,-1.0638580027724982,0.018012959387914685,Gamecredits,3
DBIC,SHA-256,PoW/PoS,5129014.0,10500000,-0.31339763617590005,0.833971383831922,-0.31629967009052345,DubaiCoin,0
DIEM,SHA-256,PoW,21739971929.0,21626280000 ,0.2710836763734126,-1.343329241344447,0.1567097177874266,CarpeDiemCoin,3
PWR,NIST5,PoW/PoS,10069449031.9252,0,-0.23000315038881797,1.5314273064510247,-0.44876053419813994,PWR Coin,0
BLRY,Scrypt,PoW/PoS,8998743.2411911,42000000,-0.33980292351445396,1.112796151807387,-0.4565389954571282,BillaryCoin,0
GPU,Scrypt,PoS,40477042.0,221052632,-0.296426392683465,0.8797410368566186,-0.23920658002600523,GPU Coin,0
ADZ,X11,PoW,45110324.0,84000000,-0.21807610787317191,-0.9826175175736476,-0.011181221083734831,Adzcoin,3
SOIL,Dagger,PoW,5702048.0,30000000,-0.14119938030811613,-2.3876934662670943,0.2921670038882921,SoilCoin,3
YOC,Scrypt,PoW,636462.55983338,168351300,-0.17333049900027103,-1.0639269721587918,0.018013153514417783,YoCoin,3
SIB,X11GOST,PoW,17263355.0,24000000,-0.1527214248986929,-2.1715097582981926,0.3958326491930219,SibCoin,3
ERC,X11,PoW/PoS,10407269.7881868,384000000,-0.3820534362034895,1.1938893753336948,-0.4857447918104708,EuropeCoin,0
ZEIT,Scrypt,PoS,36971236046.8073, 99000000000,0.8549099488561058,0.8498893165805204,-0.24374978316408538,ZeitCoin,0
SWING,SHA-256,PoW/PoS,4377081.60953993,40000000,-0.3131977699446737,0.8339573839565535,-0.31630055047499456,SwingCoin,0
SAFEX,Scrypt,PoC,2147483647.0,2147483647,-0.017407446221374745,0.25275030399426507,-0.2504815533329552,SafeExchangeCoin,0
NEBU,PoS,PoS,20000000.0,20000000,-0.3576301530772846,1.5578345508517422,-0.18478851465081683,Nebuchadnezzar,0
FRN,Scrypt,PoW,6570807.65677618,20000000,-0.17430928643990065,-1.0638556395503103,0.018017493776456,Francs,3
BOLI,X11,PoW,13654082.4987998,25000000,-0.21887864215486283,-0.9826037434122988,-0.011178127416599166,BolivarCoin,3
XRA,X11,PoW/PoS,134554941.15119,75000000,-0.3827260091464803,1.1940862009011688,-0.48574027214556603,Ratecoin,0
REV,SHA-256,PoW/PoS,1195525.0,222725000,-0.31194174737008906,0.8338713048055995,-0.3163060633236823,Revenu,0
CKC,SHA-256,PoW/PoS,16662820.0,525000000,-0.30961061291077563,0.8337378546036676,-0.31631602135200404,Clockcoin,0
VIP,NIST5,PoW/PoS,83450403.0,90000000,-0.3514031404410392,1.5270756257853912,-0.4483594816790144,VIP Tokens,0
BSD,X11,PoW/PoS,24387724.5010828,139000000,-0.38361880637006296,1.1940089841685446,-0.4857377929681938,BitSend,0
OMNI,Scrypt,PoW,616448.0,616448,-0.17451941802617002,-1.0638492238028947,0.01801833302320021,Omni,3
LIR,POS 3.0,PoS,38589808.6658096,33500000,-0.34367863116010716,1.4412613763014965,-0.2953086313767043,Let it Ride,0
PUT,Scrypt,PoW/PoS,813092338.575672,2000000000,-0.3161005676549039,1.112235526989043,-0.45663196471207057,PutinCoin,0
IBANK,Scrypt,PoW/PoS,4526324.0,44333333,-0.3398410449941144,1.1127931398449733,-0.4565388866337162,iBankCoin,0
FRWC,Scrypt,PoW/PoS,100000000.0,100000000,-0.3382797828041776,1.1128085408590909,-0.4565444662349968,Frankywillcoin,0
MUDRA,X13,PoS,5000000.0,200000000,-0.23041085261017838,1.561450601733797,-0.27224078640464394,MudraCoin,0
PIZZA,X11,PoW,1377917.0,25000000,-0.2190286678178223,-0.9826090418081281,-0.011177630971634326,PizzaCoin,3
LC,X11,PoS,657000000.0,657000000,-0.3304938898198382,0.9610561926470818,-0.26844015200928656,Lutetium Coin,0
KMD,Equihash,dPoW/PoW,115898131.0,200000000,-0.16684461861479957,-1.4127840539248413,-0.06631695692327047,Komodo,3
GB,X11,PoW/PoS,15563873.0,50000000,-0.3843573515404882,1.1940464336012007,-0.4857346883194873,GoldBlocks,0
CTC,Scrypt,PoW/PoS,43165500.0,90000000,-0.33904521722861175,1.1127886467848027,-0.4565418591192874,CarterCoin,0
KRB,CryptoNight,PoW,7822432.72439746,10000000,0.30131264435464367,-2.320626486263522,0.3338770269667113,Karbo,3
BXT,SHA-256,PoW/PoS,595429.0,21000000,-0.3133786310278551,0.8339645596412847,-0.3162998109338698,BitTokens,0
ZYD,SHA-256,PoW,6243840.0,9736000,-0.14771021177971014,-1.3426887228604312,0.1582560202276488,ZayedCoin,3
MST,X11,PoW/PoS,657636.34549789,3000000,-0.3848725905093965,1.1940617878977675,-0.4857326344221104,MustangCoin,0
ZNE,Scrypt,PoW/PoS,2581970.0,21000000,-0.3400301613710725,1.1128031173152275,-0.4565380876037662,ZoneCoin,0
COVAL,Multiple,PoW,1000000000.0,1200000000,-0.1133809305813131,-1.8133645601819355,0.3286194557091369,Circuits of Value,3
ROOT,Scrypt,PoW/PoS,1939889.0,0,-0.3401868273514846,1.1128125751815563,-0.4565374132774684,RootCoin,0
DOPE,Scrypt,PoW,116845228.0,200000000,-0.1716860419595925,-1.063891487845067,0.018007476929855777,DopeCoin,3
BTCR,Scrypt,PoS,169598616.0,0,-0.29641492986694046,0.8798992393221791,-0.23920497681957115,BitCurrency,0
DLC,SHA-256,PoW,9106714.0,10638298,-0.1476688306627882,-1.342687905522445,0.15825587659592635,DollarCoin,3
SCN,Scrypt,PoW/PoW,665200057.0,3100000000,-0.2843754668998,0.565499005204884,-0.06030670112452657,Swiscoin,0
SH,Scrypt,PoW,11119200.0,30000000,-0.17418283476342147,-1.0638583121720113,0.01801700109744904,Shilling,3
BUZZ,SHA-256D,PoW/PoS,19577787259.0,20000000000,0.045963455785134506,1.9447714173970636,-0.6820922760399947,BuzzCoin,0
XPO,PoS,PoS,74033806.7949683,74000000,-0.3565871340012325,1.5578328390271605,-0.18479236697727017,Opair,0
PSB,Scrypt,PoW/PoS,33522957.0,0,-0.33980085416503186,1.1128262064409078,-0.456538690488589,PesoBit,0
HALLO,X11,PoW/PoS,264678458.288619,1500000000,-0.3710373396951685,1.1934817737263326,-0.4857895302121978,Halloween Coin,0
XZC,Lyra2Z,PoW,7568281.24956067,21400000,-0.15644206543805855,-2.2090655970820223,0.3450605243110967,ZCoin,3
CFC,PoS,PoS,148716816.0,39999898,-0.35591538725357846,1.5578808336884225,-0.1847943374088822,CoffeeCoin,0
ROYAL,X13,PoS,2500124.0,2500124,-0.23184101138922592,1.5615410779795196,-0.2722345876360459,RoyalCoin,0
GNJ,X14,PoW/PoS,100000000.0,100000000,-0.4001743424444036,1.8776320775487167,-0.6542257728259698,GanjaCoin V2,0
TEAM,PoS,PoS,17818682.1654,301000000,-0.3556654683685673,1.5577033459751148,-0.18479710212264347,TeamUP,0
LANA,SHA-256D,PoW/PoS,1082162635.53683,7506000000,-0.26860985547330135,1.9425805562581193,-0.6809585740057836,LanaCoin,0
ELE,Ethash,PoW,26205539.0,26205539,-0.1558434515062892,-2.1112925667426476,0.331341533744417,Elementrem,3
ZCL,Equihash,PoW,5613550.0,21000000,-0.1295692705839437,-2.055657500614495,0.23402780978483667,ZClassic,3
ARK,DPoS,DPoS,108202084.0,125000000,3.7184401600443944,1.9254633619533676,0.3058642594152595,ARK,0
INSANE,X11,PoW/PoS,18342813.0,30000000,-0.3844651229734359,1.1940569044100857,-0.485734183212716,InsaneCoin,0
KLC,Scrypt,PoW,196297971.0,10000000000,-0.10126610836815085,-1.0684001907193512,0.017701695551100734,KiloCoin,3
ATX,X11,PoW,824000000.0,500000000,-0.20560934607414041,-0.9824741941009916,-0.011225562898134998,ArtexCoin,3
EMB,X13,PoW/PoS,92192822723.0,850000000,0.8590896982417405,1.8339232633738864,-0.49332812300958556,EmberCoin,0
XEN,X11,PoW/PoS,3853326.77707314,3853326.77707314,-0.3848274891204352,1.1940627715810355,-0.48573279000089054,XenixCoin,0
FRE,PoS,PoS,50000000.0,50000000,-0.3570509275623158,1.5578335917319632,-0.1847906540726587,FreeCoin,0
PLNC,Scrypt,PoW/PoS,17089600.0,38540000 ,-0.3397285657789063,1.1128012477782794,-0.45653921582414236,PLNCoin,0
ARCO,Scrypt,PoW/PoS,2449577.41533168,42000000,-0.3398829601468168,1.1127933251859228,-0.45653873061055195,AquariusCoin,0
KURT,X11,PoW,61364813.0,228000000,-0.2168569891848932,-0.9826772563402703,-0.01118632431307242,Kurrent,3
XCRE,PoS,PoS,20000000.0,20000000,-0.3576301530772846,1.5578345508517422,-0.18478851465081683,Creatio,0
ENT,X11,PoW/PoS,6069482.07721352,60000000,-0.38440251516762175,1.1940377001110387,-0.4857346131119628,Eternity,0
EUC,SHA-256,PoW/PoS,12416554.0,20000000,-0.3132412529921746,0.8339701252124183,-0.31630025810279544,Eurocoin,0
BCF,Scrypt,PoW/PoS,20244023.640728,33000000,-0.33972927583277657,1.1128051774109586,-0.4565391723444911,BitcoinFast,0
